Gene	WT-1_Read_Count	WT-2_Read_Count	Toluene-1_Read_Count	Toluene-2_Read_Count
LOC108869048	0	0	0	1
LOC108915599	0	0	20	24
LOC108953907	416	595	431	592
LOC108960460	2680	3201	2715	3835
LOC108965085	0	0	2	0
LOC108979064	277	390	309	428
LOC108979247	322	358	256	295
LOC108979292	3570	4759	4275	4560
LOC108979339	652	787	739	904
LOC108979358	294	341	250	317
LOC108979365	81	95	83	99
LOC108979403	16	24	67	78
LOC108979484	326	425	254	339
LOC108979512	1771	2119	1176	1829
LOC108979646	4	7	0	1
LOC108979699	328	412	290	413
LOC108979704	23	32	5	17
LOC108979749	385	448	206	387
LOC108979767	556	663	375	584
LOC108979800	11	24	9	12
LOC108979899	46	82	49	112
LOC108979936	2628	3137	1636	2242
LOC108979982	78	84	81	95
LOC108980006	2670	3021	2969	4689
LOC108980012	79	90	42	48
LOC108980032	15826	20439	15001	19434
LOC108980039	476	542	385	600
LOC108980115	2883	3584	2930	3221
LOC108980117	1035	1201	838	1209
LOC108980126	1428	1500	790	1160
LOC108980191	751	855	734	772
LOC108980217	452	469	316	501
LOC108980358	1216	1513	837	1178
LOC108980400	1445	1690	485	839
LOC108980418	395	527	348	495
LOC108980464	6	4	3	2
LOC108980467	689	939	776	1135
LOC108980472	262	311	215	315
LOC108980480	155	180	190	323
LOC108980599	3	1	1	4
LOC108980633	514	671	574	790
LOC108980651	3373	4239	5970	6634
LOC108980782	939	1241	635	1106
LOC108980792	1834	2375	1296	2259
LOC108980795	2	1	0	0
LOC108980901	814	964	521	978
LOC108980971	48	50	27	39
LOC108981017	291	346	219	331
LOC108981134	0	1	4	1
LOC108981141	1287	1576	1745	2292
LOC108981143	40	58	49	67
LOC108981159	60	104	68	111
LOC108981200	717	870	675	997
LOC108981282	2	8	9	9
LOC108981321	875	1066	922	1243
LOC108981369	11	15	5	12
LOC108981566	200	297	233	283
LOC108981758	12	22	29	27
LOC108981811	20	18	13	27
LOC108981834	974	1129	557	991
LOC108981885	2177	2639	2000	2909
LOC108981888	0	1	3	1
LOC108981938	248	253	250	303
LOC108982016	275	340	257	356
LOC108982048	2909	3711	1946	2567
LOC108982051	849	1179	764	1124
LOC108982116	74	104	49	89
LOC108982120	2977	3829	3883	5388
LOC108982201	231	286	199	267
LOC108982205	322	321	176	372
LOC108982271	630	807	387	540
LOC108982458	1806	2100	668	1381
LOC108982486	69	76	22	47
LOC108982495	576	668	393	595
LOC108982549	180	262	126	258
LOC108982557	72	88	86	90
LOC108982672	9	7	9	4
LOC108982693	645	709	514	794
LOC108982707	0	0	5	1
LOC108982715	222	196	160	239
LOC108982749	163	191	254	271
LOC108982863	393	433	465	536
LOC108982871	127	140	150	162
LOC108982901	368	408	242	571
LOC108982923	31	29	20	33
LOC108983011	5856	7589	9402	9615
LOC108983059	228	369	356	458
LOC108983062	2108	2511	536	863
LOC108983063	492	569	175	271
LOC108983065	1496	1839	1502	2004
LOC108983091	568	761	525	748
LOC108983111	32	34	50	64
LOC108983184	8752	10325	5812	6714
LOC108983191	570	751	599	1042
LOC108983215	112	139	70	102
LOC108983224	4	7	7	9
LOC108983237	99	126	28	55
LOC108983249	340	397	269	395
LOC108983259	222	213	151	219
LOC108983260	184	253	28	34
LOC108983287	228	278	214	305
LOC108983315	84	110	70	84
LOC108983382	1101	1268	547	1014
LOC108983383	0	1	3	0
LOC108983391	18	21	33	50
LOC108983447	442	519	338	577
LOC108983467	568	646	340	474
LOC108983764	1455	1658	466	820
LOC108983790	74	95	57	121
LOC108983805	13	21	15	9
LOC108984015	3352	4037	2997	3759
LOC108984100	532	723	517	994
LOC108984163	438	570	549	589
LOC108984218	5644	6720	5601	7448
LOC108984239	150	181	154	170
LOC108984241	429	554	367	515
LOC108984248	1	2	2	1
LOC108984276	1416	1731	1004	1623
LOC108984326	1724	1976	1894	2266
LOC108984360	24	18	4	13
LOC108984367	44	58	67	77
LOC108984440	950	1105	1016	1250
LOC108984478	117	150	76	118
LOC108984524	25	53	32	76
LOC108984529	258	265	328	381
LOC108984549	950	1147	612	888
LOC108984751	2545	3217	1117	1976
LOC108984804	699	829	667	977
LOC108984892	18	20	12	28
LOC108984925	173	188	166	235
LOC108984999	156	236	103	162
LOC108985056	820	955	527	740
LOC108985060	360	472	486	544
LOC108985255	3351	4132	3659	3368
LOC108985270	1671	1885	1096	1716
LOC108985309	122	138	108	149
LOC108985327	4	3	20	17
LOC108985345	754	1001	535	888
LOC108985369	49028	60571	41529	42606
LOC108985417	14	25	29	50
LOC108985424	947	1136	1045	1556
LOC108985433	205	214	99	158
LOC108985437	1001	1122	1217	1906
LOC108985448	1611	1948	1459	1688
LOC108985544	1122	1495	1012	1248
LOC108985547	26	36	58	91
LOC108985589	504	524	489	611
LOC108985659	2084	2403	2010	2098
LOC108985679	2	2	2	0
LOC108985712	758	938	947	1294
LOC108985721	754	933	679	905
LOC108985752	157	161	68	136
LOC108985772	0	0	1	6
LOC108985811	5534	7173	6106	6297
LOC108985819	585	597	472	912
LOC108985923	161	142	99	164
LOC108985931	506	604	368	580
LOC108985940	29	37	6	31
LOC108985966	196	227	111	202
LOC108986156	756	967	731	755
LOC108986177	570	587	431	860
LOC108986203	366	439	321	566
LOC108986298	387	440	337	392
LOC108986306	199	222	270	277
LOC108986370	551	729	541	642
LOC108986427	0	0	1	0
LOC108986430	439	538	577	682
LOC108986444	133	176	23	103
LOC108986460	293	333	175	204
LOC108986474	727	857	810	1045
LOC108986582	391	382	287	468
LOC108986588	1315	1756	1314	1520
LOC108986606	2	2	0	6
LOC108986629	0	0	3	1
LOC108986694	71	107	25	70
LOC108986771	4	4	10	11
LOC108986810	1441	1638	1048	1736
LOC108986874	2283	2744	2565	3045
LOC108986895	9514	10287	7487	11144
LOC108986965	2806	3397	2596	3444
LOC108986967	10	20	10	14
LOC108987004	119	181	86	93
LOC108987077	4635	6070	5926	6451
LOC108987080	4805	5746	4854	5864
LOC108987123	137	155	119	160
LOC108987138	77	93	40	70
LOC108987175	579	734	539	744
LOC108987221	1503	1858	779	1172
LOC108987252	121	158	97	202
LOC108987328	401	543	409	456
LOC108987347	2645	3328	2860	3956
LOC108987395	1529	1836	1028	1868
LOC108987489	334	381	248	345
LOC108987545	1645	2170	2374	3675
LOC108987601	349	509	334	398
LOC108987651	89	98	86	108
LOC108987799	635	768	343	344
LOC108987806	1537	1829	1617	2639
LOC108987888	1	5	0	3
LOC108987891	930	1119	349	372
LOC108987900	1102	1340	695	1277
LOC108987904	179	252	102	190
LOC108987931	31	32	33	35
LOC108987959	16	23	23	18
LOC108988014	170	224	198	216
LOC108988100	2018	2334	1975	3208
LOC108988133	168	233	171	203
LOC108988147	674	709	424	794
LOC108988179	33	42	45	46
LOC108988205	3127	4188	2333	3092
LOC108988217	926	1080	1032	1409
LOC108988243	1	2	5	4
LOC108988273	95	135	54	40
LOC108988324	608	742	270	558
LOC108988325	5	15	1	12
LOC108988373	274	308	247	398
LOC108988415	12	5	6	8
LOC108988469	6	5	24	19
LOC108988506	2	0	0	1
LOC108988647	8	26	10	18
LOC108988655	1761	2320	1148	1850
LOC108988664	567	648	384	719
LOC108988751	2169	2819	1280	1973
LOC108988807	774	883	640	886
LOC108988847	25	29	8	29
LOC108988866	15996	19714	13811	21127
LOC108988874	5	11	10	12
LOC108988878	24	30	10	28
LOC108988892	86	83	57	81
LOC108988905	7205	8256	4464	6970
LOC108988944	10	3	2	5
LOC108989028	1479	1751	1577	2013
LOC108989055	352	450	331	579
LOC108989169	1063	1462	943	1506
LOC108989174	12	9	12	7
LOC108989301	2151	2452	1718	2353
LOC108989382	176	225	111	243
LOC108989389	739	1029	826	1038
LOC108989420	6	9	0	3
LOC108989473	18	14	29	42
LOC108989487	708	920	996	1441
LOC108989510	142	189	88	96
LOC108989521	1227	1426	812	1190
LOC108989525	37	36	27	30
LOC108989540	49	47	249	424
LOC108989641	366	494	247	432
LOC108989695	972	1178	1011	1433
LOC108989708	314	414	230	445
LOC108989735	279	310	188	264
LOC108989812	0	0	0	0
LOC108989930	156	158	96	195
LOC108989939	257	322	239	313
LOC108989998	6	13	7	12
LOC108990007	156	207	120	195
LOC108990104	1	0	5	0
LOC108990263	568	710	327	496
LOC108990323	7341	8538	5843	8576
LOC108990324	270	329	206	256
LOC108990379	7	13	6	11
LOC108990472	2867	3352	1019	1853
LOC108990481	299	372	219	345
LOC108990499	13	9	0	6
LOC108990638	752	924	300	450
LOC108990804	437	542	319	420
LOC108991016	383	475	238	420
LOC108991017	689	831	375	374
LOC108991158	810	1174	410	622
LOC108991176	419	575	1098	1098
LOC108991264	874	1213	1025	1363
LOC108991324	109	124	109	173
LOC108991330	1228	1479	941	1244
LOC108991365	159	237	39	50
LOC108991404	88	50	56	95
LOC108991574	400	528	314	604
LOC108991578	1872	2340	1044	2005
LOC108991678	613	736	374	478
LOC108991704	831	1207	598	825
LOC108991722	296	320	152	218
LOC108991724	1206	1462	543	985
LOC108991743	165	208	235	248
LOC108991761	0	1	0	0
LOC108991762	4	2	1	2
LOC108991823	6035	7026	2186	3660
LOC108991872	500	622	503	576
LOC108991883	277	300	187	299
LOC108991891	269	266	107	217
LOC108991917	439	568	395	535
LOC108991929	857	1150	931	1292
LOC108991977	436	494	202	350
LOC108991981	182	173	378	511
LOC108992024	4094	5019	4210	6448
LOC108992032	335	419	311	363
LOC108992036	714	769	354	611
LOC108992059	295	387	340	388
LOC108992104	0	6	1	2
LOC108992117	630	856	625	796
LOC108992230	422	516	265	439
LOC108992236	188	270	159	230
LOC108992293	1410	1786	1027	1355
LOC108992308	1318	1559	972	1838
LOC108992361	319	339	235	411
LOC108992423	732	907	536	776
LOC108992487	198	276	133	185
LOC108992494	524	680	222	308
LOC108992682	10	12	2	14
LOC108992688	818	978	355	554
LOC108992766	235	311	173	291
LOC108992841	1134	1279	647	1144
LOC108992910	4	8	4	4
LOC108992916	451	592	337	447
LOC108992918	1519	2168	1540	2004
LOC108992948	2385	3335	2757	3580
LOC108992981	5	17	11	28
LOC108993027	797	1055	427	834
LOC108993031	2275	2604	2136	3070
LOC108993124	1160	1560	914	1654
LOC108993161	8	20	2	9
LOC108993168	2355	2808	1650	2572
LOC108993202	362	448	91	173
LOC108993230	998	1190	1041	1300
LOC108993298	995	1282	1091	1334
LOC108993328	521	603	327	514
LOC108993393	8219	10449	8875	10623
LOC108993398	1211	1298	1021	1072
LOC108993547	314	468	271	343
LOC108993582	164	193	94	189
LOC108993642	143	170	114	156
LOC108993676	1541	1700	1258	1508
LOC108993747	0	0	2	1
LOC108993930	870	1047	781	929
LOC108994067	3544	4109	2081	2730
LOC108994071	990	1148	825	1008
LOC108994257	65	76	20	58
LOC108994275	599	716	521	715
LOC108994330	154	196	127	173
LOC108994331	509	648	452	584
LOC108994346	239	261	242	292
LOC108994365	5	1	0	1
LOC108994379	310	330	147	256
LOC108994390	3610	4586	3257	4101
LOC108994422	185	222	191	211
LOC108994446	836	952	1132	1143
LOC108994452	649	879	668	760
LOC108994497	519	655	335	557
LOC108994514	415	477	349	441
LOC108994554	201	244	222	309
LOC108994567	5	11	1	3
LOC108994714	140	176	130	156
LOC108994767	18	22	12	37
LOC108994774	1	4	0	1
LOC108994789	0	0	2	0
LOC108994851	7	21	17	13
LOC108994929	940	1099	797	1256
LOC108995062	8	14	0	13
LOC108995078	42	54	23	33
LOC108995226	80	104	134	219
LOC108995261	178	278	129	220
LOC108995285	2	3	10	5
LOC108995344	570	627	463	749
LOC108995347	906	1076	888	1233
LOC108995653	242	309	175	332
LOC108995674	765	960	596	1054
LOC108995789	37	41	13	36
LOC108995894	1718	2173	1447	1524
LOC108995895	1941	2226	2401	2464
LOC108995987	890	1109	520	839
LOC108995988	91	96	59	85
LOC108996005	291	426	272	374
LOC108996030	1038	1270	1110	1342
LOC108996141	3658	4595	925	1438
LOC108996189	1323	1493	500	950
LOC108996328	731	800	566	938
LOC108996330	212	303	158	221
LOC108996355	49995	61508	36545	40469
LOC108996364	2491	2960	1959	2567
LOC108996406	0	2	0	2
LOC108996420	749	1130	1423	1596
LOC108996421	556	721	569	759
LOC108996478	187	272	203	264
LOC108996558	1117	1408	1077	1866
LOC108996569	913	1187	805	1107
LOC108996571	196	165	273	443
LOC108996599	58	71	74	97
LOC108996653	5	8	2	10
LOC108996654	13	14	44	58
LOC108996806	3155	4139	2485	3251
LOC108996821	905	1317	828	1219
LOC108996948	5	4	0	9
LOC108996954	2522	3266	1501	2066
LOC108997055	567	782	511	846
LOC108997076	560	667	363	582
LOC108997115	357	482	299	379
LOC108997133	807	1006	769	1158
LOC108997138	0	3	3	3
LOC108997155	2	10	1145	1658
LOC108997156	113	131	99	113
LOC108997243	441	610	356	524
LOC108997271	2359	3062	1836	2838
LOC108997366	8	6	3	15
LOC108997395	841	1013	677	1028
LOC108997440	1531	1819	1530	2018
LOC108997508	6	2	2	16
LOC108997550	5899	7483	6910	8703
LOC108997629	934	1081	870	1405
LOC108997641	76	97	52	91
LOC108997652	62	49	21	24
LOC108997690	0	1	0	0
LOC108997712	974	1196	725	1143
LOC108997868	405	602	454	557
LOC108997985	96	110	47	82
LOC108997989	141	154	208	255
LOC108998077	4	4	8	9
LOC108998196	139	127	111	205
LOC108998280	149	196	153	213
LOC108998289	44	76	214	208
LOC108998411	849	1021	829	1001
LOC108998536	275	359	216	348
LOC108998591	497	491	383	422
LOC108998598	2423	2791	2809	3726
LOC108998611	1090	1163	902	1211
LOC108998666	361	547	448	478
LOC108998720	1074	1154	741	1182
LOC108998847	969	1257	857	1181
LOC108998856	1491	1799	598	1237
LOC108998887	686	756	562	699
LOC108998903	265	276	271	412
LOC108998908	515	686	313	556
LOC108998959	115	165	101	108
LOC108999089	69	63	57	86
LOC108999205	93	116	70	124
LOC108999232	1631	1993	1072	1842
LOC108999254	126	133	99	136
LOC108999271	319	354	240	342
LOC108999310	30	36	33	49
LOC108999392	28	46	15	38
LOC108999422	127	174	161	207
LOC108999440	24	32	14	27
LOC109000280	765	910	639	822
LOC109000338	12	14	17	23
LOC109000364	92	111	80	88
LOC109000410	145	169	20	56
LOC109000430	276	324	185	278
LOC109000632	2314	2870	1956	2846
LOC109000780	865	1088	1023	1255
LOC109000805	608	779	456	746
LOC109000871	0	0	3	1
LOC109000961	653	780	874	1115
LOC109000971	697	919	756	938
LOC109001067	2145	2599	1930	2675
LOC109001081	245	348	234	302
LOC109001085	2818	3390	2119	2813
LOC109001157	883	1085	762	958
LOC109001178	394	429	280	419
LOC109001280	425	529	271	367
LOC109001295	1074	1310	770	1203
LOC109001310	27	43	33	57
LOC109001327	621	798	476	753
LOC109001330	1982	2334	2133	3097
LOC109001360	2	5	3	0
LOC109001379	10	14	1	2
LOC109001391	303	333	304	427
LOC109001407	854	969	697	995
LOC109001457	916	1130	880	1187
LOC109001483	838	946	335	797
LOC109001509	692	753	444	651
LOC109001517	35	50	32	33
LOC109001524	7	3	1	1
LOC109001542	340	415	89	280
LOC109001771	2	0	0	2
LOC109001784	779	1059	443	769
LOC109001795	3	1	0	1
LOC109001802	39	33	44	52
LOC109001842	91	128	66	100
LOC109001952	3641	3901	1723	2502
LOC109002064	8	14	9	9
LOC109002090	2412	2892	1760	2854
LOC109002127	2006	2508	2269	2875
LOC109002238	296	338	220	323
LOC109002378	20034	23903	10753	13186
LOC109002411	3244	3694	1340	1935
LOC109002422	344	457	370	569
LOC109002473	328	476	425	548
LOC109002481	346	438	474	840
LOC109002543	1244	1463	927	1679
LOC109002591	6	0	0	0
LOC109002603	1097	1418	1179	1666
LOC109002620	192	261	169	239
LOC109002623	1440	1732	1638	1606
LOC109002632	430	530	533	636
LOC109002670	1168	1341	1010	1254
LOC109002703	520	592	331	689
LOC109002751	1050	1346	955	1619
LOC109002799	4	5	16	11
LOC109002831	0	0	0	3
LOC109003005	86	127	93	128
LOC109003019	0	0	0	0
LOC109003139	106	133	44	88
LOC109003152	2379	2934	2648	2937
LOC109003187	23	27	38	40
LOC109003227	752	1006	1063	1114
LOC109003247	487	600	505	617
LOC109003315	1342	1661	1283	1777
LOC109003383	2134	2528	1838	2768
LOC109003486	1	1	1	3
LOC109003528	1058	1325	704	1030
LOC109003661	935	1208	792	1185
LOC109003690	8132	10755	13310	12594
LOC109003695	409	564	310	618
LOC109003780	4384	5566	4087	5481
LOC109003796	3380	4097	2320	3282
LOC109003814	389	440	409	431
LOC109003954	23	35	216	193
LOC109003983	202	239	130	199
LOC109004046	1962	2442	1213	2042
LOC109004075	192	191	145	240
LOC109004095	40	54	59	75
LOC109004104	1291	1684	655	991
LOC109004331	1	1	2	4
LOC109004375	13	10	13	17
LOC109004412	176	248	295	335
LOC109004421	1893	2485	1633	2096
LOC109004424	28	17	30	38
LOC109004441	1180	1416	920	1263
LOC109004725	2459	3105	1515	2117
LOC109004763	861	992	580	742
LOC109004780	3449	4207	1374	2314
LOC109004814	37	29	87	111
LOC109004891	230	257	40	82
LOC109004979	453	457	780	783
LOC109004985	2496	2827	1056	1952
LOC109005164	111	126	92	133
LOC109005187	348	405	209	395
LOC109005189	448	499	539	536
LOC109005197	403	472	368	492
LOC109005250	2559	3031	2515	2907
LOC109005321	554	722	553	815
LOC109005373	35	33	8	15
LOC109005477	666	862	686	872
LOC109005549	856	997	735	1046
LOC109005675	139	201	99	204
LOC109005698	6	10	10	22
LOC109005730	29	48	14	24
LOC109005823	350	378	231	431
LOC109005837	593	778	1014	1351
LOC109005883	3452	4368	2650	3315
LOC109005915	890	1147	503	1070
LOC109005931	272	367	388	374
LOC109005943	207	274	205	348
LOC109006021	25	19	3	5
LOC109006028	171	174	178	284
LOC109006055	110	169	104	120
LOC109006086	1043	1208	566	989
LOC109006171	1649	2069	1113	1734
LOC109006184	3795	4983	4531	5044
LOC109006189	28	32	12	28
LOC109006201	1179	1404	720	1014
LOC109006253	546	667	411	628
LOC109006334	851	1043	646	946
LOC109006364	1295	1560	598	1129
LOC109006542	0	0	0	0
LOC109006567	1587	2150	1366	2103
LOC109006621	2010	2466	1476	2573
LOC109006663	86	107	37	42
LOC109006680	283	368	248	269
LOC109006695	65958	75381	30977	45816
LOC109006716	2054	2459	1622	2389
LOC109006801	8	12	16	22
LOC109006814	543	652	350	619
LOC109006832	1	0	0	0
LOC109006887	281	366	391	399
LOC109006908	120	135	203	248
LOC109007016	2568	3174	1513	2441
LOC109007038	1417	1673	1223	1670
LOC109007119	1517	1915	1336	1642
LOC109007147	78	91	33	37
LOC109007179	1578	1855	1196	1735
LOC109007223	765	1021	1112	1541
LOC109007487	3406	4288	4510	4729
LOC109007548	830	1047	582	805
LOC109007555	1385	1605	622	1238
LOC109007611	3602	4342	1930	2581
LOC109007634	19	23	25	40
LOC109007677	3980	4570	2470	3634
LOC109007692	1584	1850	1205	1667
LOC109007757	485	672	495	640
LOC109007857	8695	10802	6749	10987
LOC109007896	13829	17913	19070	20805
LOC109007920	220	243	263	368
LOC109008030	7	1	0	1
LOC109008032	1642	1810	1298	1560
LOC109008072	338	414	269	600
LOC109008121	1028	1126	385	692
LOC109008138	2	5	3	5
LOC109008142	202	268	118	217
LOC109008155	651	824	354	534
LOC109008163	100	126	84	122
LOC109008281	403	539	331	655
LOC109008452	258	390	296	372
LOC109008498	822	873	337	738
LOC109008514	4679	5394	7826	9547
LOC109008520	172	200	74	92
LOC109008636	7	12	16	23
LOC109008665	1257	1651	936	1303
LOC109008676	702	915	466	781
LOC109008771	300	349	201	371
LOC109008774	241	245	294	434
LOC109008783	316	410	227	307
LOC109008855	3874	4264	2829	3959
LOC109008899	1476	1999	2147	2472
LOC109008924	826	1016	653	958
LOC109009023	41	72	58	78
LOC109009095	704	760	518	889
LOC109009142	6	9	4	10
LOC109009156	445	601	503	476
LOC109009292	247	315	240	318
LOC109009366	336	428	183	376
LOC109009438	75	77	28	69
LOC109009463	357	448	185	277
LOC109009526	375	434	345	335
LOC109009529	0	5	0	0
LOC109009531	476	575	358	524
LOC109009585	1054	1223	516	857
LOC109009608	4638	5624	5207	7018
LOC109009610	692	749	255	630
LOC109009739	100	118	66	95
LOC109009777	8	13	9	14
LOC109009959	876	1108	414	673
LOC109009965	287	312	238	351
LOC109009988	830	1117	892	1199
LOC109010078	303	436	260	419
LOC109010094	4552	5888	1685	2758
LOC109010139	263	330	331	383
LOC109010147	8	13	18	25
LOC109010227	348	407	251	450
LOC109010237	38	38	44	40
LOC109010286	65	80	75	131
LOC109010417	14	7	0	4
LOC109010612	239	217	86	204
LOC109010668	940	1201	725	931
LOC109010924	589	643	377	566
LOC109010946	670	789	634	970
LOC109010975	742	886	1005	1127
LOC109011028	642	723	351	485
LOC109011032	543	708	629	656
LOC109011046	1142	1258	598	1124
LOC109011058	322	410	162	339
LOC109011074	83	112	73	90
LOC109011126	8	17	10	18
LOC109011173	79	112	68	75
LOC109011211	321	371	511	427
LOC109011235	13603	17656	15953	16565
LOC109011240	0	1	0	2
LOC109011252	263	360	171	277
LOC109011258	244	313	218	362
LOC109011343	452	663	596	639
LOC109011350	608	851	338	676
LOC109011378	2	0	0	1
LOC109011380	488	605	364	561
LOC109011426	3306	4034	3628	5300
LOC109011431	875	1184	708	888
LOC109011508	1934	2426	1188	1923
LOC109011515	1982	2277	1308	2155
LOC109011576	5	7	2	4
LOC109011606	654	697	392	577
LOC109011643	70	129	60	96
LOC109011682	461	582	346	481
LOC109011698	102	112	39	99
LOC109011754	1365	1730	1127	1359
LOC109011894	25	31	10	36
LOC109011899	975	1053	851	1172
LOC109011941	1052	1274	731	1249
LOC109011998	2389	2861	2031	3005
LOC109012023	450	568	472	739
LOC109012033	160	169	134	181
LOC109012058	2280	3062	2607	3066
LOC109012073	1436	1865	793	1207
LOC109012077	1423	1746	1156	1605
LOC109012132	120	147	132	160
LOC109012189	900	1023	713	984
LOC109012221	66	116	55	81
LOC109012373	0	0	2	0
LOC109012469	4693	5935	2365	3087
LOC109012498	2405	3140	1935	2813
LOC109012582	1	2	0	0
LOC109012633	1248	1611	744	1155
LOC109012655	198	217	222	255
LOC109012688	1806	2033	1339	1880
LOC109012763	136	175	99	139
LOC109012785	431	513	547	631
LOC109012791	204	270	514	605
LOC109012874	229	280	223	280
LOC109012896	1709	2009	1586	1823
LOC109012909	490	637	323	427
LOC109013166	14	21	18	30
LOC109013178	28	35	5	14
LOC109013191	0	1	0	2
LOC109013321	43	91	62	88
LOC109013415	403	547	264	459
LOC109013484	579	747	761	947
LOC109013487	219	285	119	191
LOC109013680	1295	1636	535	649
LOC109013698	0	1	0	0
LOC109013711	173	219	124	228
LOC109013771	149	223	144	224
LOC109013849	544	679	320	592
LOC109013868	1565	1867	835	1233
LOC109013881	1900	2085	1172	1813
LOC109013884	76	91	28	74
LOC109013887	912	1137	720	898
LOC109013902	8346	9117	5738	9152
LOC109013928	287	278	166	293
LOC109013987	4	3	2	6
LOC109014067	1408	1667	1209	1905
LOC109014082	819	1036	104	171
LOC109014092	279	306	236	373
LOC109014100	1887	2256	2128	2052
LOC109014178	36	31	47	59
LOC109014297	7	14	8	10
LOC109014310	1329	1490	1077	1608
LOC109014339	1755	2317	1377	2057
LOC109014353	638	698	598	779
LOC109014421	1598	1684	1022	1481
LOC109014454	5	3	1	6
LOC109014473	2387	2879	2029	3296
LOC109014476	1	11	7	1
LOC109014512	18	43	27	45
LOC109014711	682	732	815	825
LOC109015143	778	867	432	671
LOC109015233	2	4	0	3
LOC109015441	50	103	65	103
LOC109015635	492	521	330	591
LOC109015687	41	54	14	31
LOC109015695	1	0	0	0
LOC109015699	5	10	12	36
LOC109015863	1632	1926	1881	2169
LOC109016560	103	113	105	104
LOC109016637	2837	3545	3007	3545
LOC109016763	486	610	367	525
LOC109017111	100	142	86	147
LOC109017569	0	0	1	0
LOC109017848	618	730	733	788
LOC109017895	905	1100	1245	1309
LOC109018316	94	109	63	96
LOC109018331	405	480	368	366
LOC109018377	19	14	44	45
LOC109018482	0	2	0	0
LOC109018587	252	307	171	203
LOC109018599	337	353	382	525
LOC109018748	252	328	305	401
LOC109018996	353	444	200	388
LOC109019030	1124	1371	915	1217
LOC109019145	1337	1530	757	1233
LOC109019201	680	792	385	556
LOC109019235	62	51	12	30
LOC109019248	953	1181	613	1039
LOC109019388	149	168	184	258
LOC109019483	388	547	496	572
LOC109019686	1635	2175	1756	1871
LOC109019742	1093	1322	708	1000
LOC109019815	21	19	14	15
LOC109020032	39	39	11	16
LOC109020485	334	337	231	283
LOC109020495	102	121	151	118
LOC109020590	476	584	261	367
LOC109020663	264	332	180	222
LOC109020714	1204	1457	1096	1256
LOC109020880	1114	1265	840	1292
LOC109020914	11	2	13	9
LOC109020971	1336	1737	1581	1915
LOC109021053	50	43	445	424
LOC109021123	1918	2707	3088	4734
LOC109021151	396	415	218	388
LOC109021206	1617	2038	1701	2244
LOC109021334	72	116	80	122
LOC109021341	195	235	315	390
LOC109021374	566	669	437	760
LOC109021444	22	21	17	33
LOC109021529	1527	1639	808	1143
LOC109021652	3154	3616	2962	3527
LOC109021707	516	689	309	747
LOC109021887	293	335	305	428
LOC109021933	200	181	222	246
LOC109021979	91	145	114	143
LOC109022224	335	497	479	565
LOC109022278	50	44	25	43
LOC109022311	34	22	28	42
LOC109025954	2	0	0	0
LOC109027010	2	0	0	0
LOC109029541	0	1	2	2
LOC109029543	0	0	3	0
LOC109029552	1	0	2	6
LOC109029565	0	0	2	1
LOC109029589	1	0	19	24
LOC109029607	0	0	7	5
LOC109029617	0	1	12	15
LOC109029618	0	0	0	2
LOC109029622	0	0	21	6
LOC109029627	0	0	10	9
LOC109029637	0	0	23	23
LOC109029638	0	0	5	3
LOC109029653	0	0	8	11
LOC109029677	3	0	3	3
LOC109029687	5	16	318	454
LOC109029691	0	0	1	4
LOC109029702	0	1	22	19
LOC109029710	0	0	5	9
LOC109029712	0	0	3	1
LOC109029734	0	0	2	2
LOC109029735	0	2	7	15
LOC109029740	0	0	19	34
LOC109029744	0	0	13	13
LOC109029748	0	0	62	63
LOC109029764	0	0	2	1
LOC109029767	2	2	98	128
LOC109029774	1	1	22	24
LOC109029776	0	0	12	17
LOC109029786	2	1	26	33
LOC109029794	0	0	3	3
LOC109029797	0	0	0	4
LOC109029808	0	4	64	120
LOC109029846	0	0	3	5
LOC109029850	2	0	92	120
LOC109029863	0	0	0	2
LOC109029884	0	0	2	0
LOC109029890	5	19	212	376
LOC109029891	1	0	14	13
LOC109029892	0	0	3	1
LOC109029898	0	0	0	1
LOC109029907	0	0	3	1
LOC109029912	0	0	2	1
LOC109029914	0	0	2	3
LOC109029925	0	0	2	0
LOC109029946	1	7	187	209
LOC109029949	0	0	7	5
LOC109029953	0	0	0	5
LOC109029958	0	0	3	1
LOC109029960	9	11	227	303
LOC109030007	5	5	282	374
LOC109030057	0	0	1	1
LOC109030067	0	0	14	10
LOC109030069	1	0	0	3
LOC109030073	0	0	9	11
LOC109030074	0	0	3	1
LOC109030085	0	0	0	6
LOC109030089	0	0	2	3
LOC109030091	0	0	1	1
LOC109030096	0	0	4	1
LOC109030100	1	0	5	2
LOC109030113	0	2	3	15
LOC109030136	0	0	3	3
LOC109030148	0	0	3	0
LOC109030156	0	0	3	0
LOC109030168	0	0	6	3
LOC109030180	0	0	2	1
LOC109030188	0	0	2	0
LOC109030190	0	0	1	1
LOC109030216	0	0	22	34
LOC109030217	0	0	2	2
LOC109030220	0	7	3	8
LOC109030228	0	0	3	5
LOC109030231	0	0	8	7
LOC109030235	0	0	1	3
LOC109030242	0	0	0	3
LOC109030265	0	0	1	4
LOC109030266	0	0	0	2
LOC109030270	0	0	4	7
LOC109030286	0	0	14	23
LOC109030292	0	0	0	5
LOC109030293	0	2	41	68
LOC109030295	7	7	209	266
LOC109030300	0	0	3	1
LOC109030302	0	4	45	44
LOC109030310	0	0	0	4
